block	txid	date	address	exchangeRateStored
9012886	66	2019-11-28 01:29:36 UTC	200000214837099564363623381
9012886	76	2019-11-28 01:29:36 UTC	200000214837099564363623381
9012888	30	2019-11-28 01:30:20 UTC	200000226798338579163320715
9012888	84	2019-11-28 01:30:20 UTC	200000226798338579163320715
9012888	110	2019-11-28 01:30:20 UTC	200000226798338579163320715
9012901	47	2019-11-28 01:33:42 UTC	200000226798338579163320715
9012902	50	2019-11-28 01:33:49 UTC	200000237911151226681973187
9012904	140	2019-11-28 01:33:58 UTC	200000237911151226681973187
9012907	105	2019-11-28 01:35:26 UTC	200000237911151226681973187
9012908	137	2019-11-28 01:35:39 UTC	200000237911151226681973187
9012909	71	2019-11-28 01:36:04 UTC	200000243466583290450986979
9012909	158	2019-11-28 01:36:04 UTC	200000243466583290450986979
9012917	124	2019-11-28 01:38:05 UTC	200000243466583290450986979
9012917	138	2019-11-28 01:38:05 UTC	200000243466583290450986979
9012917	163	2019-11-28 01:38:05 UTC	200000243466583290450986979
9012924	38	2019-11-28 01:39:22 UTC	200000252071187138272729639
9012929	42	2019-11-28 01:39:59 UTC	200000252071187138272729639
9012932	142	2019-11-28 01:40:33 UTC	200000254202858390646983573
9012936	115	2019-11-28 01:41:45 UTC	200000255268499686878939098
9012942	117	2019-11-28 01:43:43 UTC	200000256866665723382523799
9012942	126	2019-11-28 01:43:43 UTC	200000256866665723382523799
9012945	19	2019-11-28 01:44:32 UTC	200000257671893511423430607
9012950	137	2019-11-28 01:45:45 UTC	200000259200481792957627675
9012951	182	2019-11-28 01:46:04 UTC	200000259200481792957627675
9012956	171	2019-11-28 01:47:44 UTC	200000259200481792957627675
9012964	206	2019-11-28 01:52:01 UTC	200000263365412011680913576
9012964	208	2019-11-28 01:52:01 UTC	200000263365412011680913576
9012970	177	2019-11-28 01:53:36 UTC	200000263365412011680913576
9013018	95	2019-11-28 02:09:16 UTC	200000279330949728122067837
9013026	131	2019-11-28 02:11:00 UTC	200000279330949728122067837
9013027	131	2019-11-28 02:11:12 UTC	200000279330949728122067837
9013034	12	2019-11-28 02:12:02 UTC	200000284086153132122554533
9013048	117	2019-11-28 02:15:41 UTC	200000284086153132122554533
9013074	62	2019-11-28 02:22:26 UTC	200000284086153132122554533
9013112	124	2019-11-28 02:33:26 UTC	200000307266824326263488726
9013131	208	2019-11-28 02:37:35 UTC	200000307266824326263488726
9013143	242	2019-11-28 02:39:20 UTC	200000316479044594775591589
9013183	155	2019-11-28 02:50:47 UTC	200000316479044594775591589
9013185	157	2019-11-28 02:51:04 UTC	200000316479044594775591589
9013190	99	2019-11-28 02:52:52 UTC	200000316479044594775591589
9013195	41	2019-11-28 02:53:03 UTC	200000316479044594775591589
9013240	148	2019-11-28 03:05:29 UTC	200000316479044594775591589
9013271	91	2019-11-28 03:12:57 UTC	200000316479044594775591589
9013302	172	2019-11-28 03:21:41 UTC	200000316479044594775591589
9013311	173	2019-11-28 03:25:09 UTC	200000366583700680210735091
9013317	226	2019-11-28 03:26:36 UTC	200000366583700680210735091
9013324	157	2019-11-28 03:27:51 UTC	200000366583700680210735091
9013324	168	2019-11-28 03:27:51 UTC	200000366583700680210735091
9013338	93	2019-11-28 03:30:57 UTC	200000366583700680210735091
9013358	154	2019-11-28 03:35:14 UTC	200000366583700680210735091
9013358	184	2019-11-28 03:35:14 UTC	200000366583700680210735091
9013358	217	2019-11-28 03:35:14 UTC	200000366583700680210735091
9013359	41	2019-11-28 03:35:19 UTC	200000366583700680210735091
